HBASE,0.13736376722187954,0.24434505449311117,0.3016142298992391,0.3410446226609089,0.3765165535677565,0.4136849681266707,0.4433991363355953,0.4560456508328192,0.4760435944889985,0.49285420522311335,0.5165021591610118,0.5393789841661526,0.5580403043388854,0.5760333127698951,0.5879601069298787,0.6095003084515732,0.6228151346905204,0.6380320789636028,0.6502673246966892,0.6674377955994243,0.680032901501131,0.6931935019535267,0.7041949413942011,0.7121118651038453,0.7235245733086572,0.7337034752210569,0.7370964425251901,0.7423401192679415,0.7496401398313799,0.7549866337651655
HBASE,0.11330454451984374,0.2172527246555624,0.25431832202344234,0.2802796627596134,0.3331276989512647,0.3849989718280897,0.4438618136952498,0.4766604976352045,0.4994859140448282,0.5216430187127287,0.5372712317499486,0.5487353485502775,0.5638494756323257,0.5791692370964425,0.5954143532798684,0.6177256837343204,0.6352560148056755,0.6484680238535884,0.6612173555418466,0.6759202138597573,0.6862533415587085,0.6921653300431833,0.6966892864486942,0.7016245116183425,0.710775241620399,0.7179724449928028,0.7295907875796833,0.735554184659675,0.7393584207279456,0.7433682911782848
FCREPO,0.0572289156626506,0.20180722891566266,0.297289156626506,0.3605421686746988,0.49608433734939755,0.511144578313253,0.5171686746987951,0.5262048192771084,0.5292168674698795,0.5322289156626505,0.5689759036144578,0.5689759036144578,0.5795180722891566,0.5855421686746988,0.6246987951807229,0.6925702811244979,0.7393574297188756,0.7739959839357431,0.8101405622489961,0.8733935742971889,0.9486947791164659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ISLANDORA,0.22762632257405774,0.29505685951678984,0.3283493509974346,0.33538499827698437,0.36193220252453706,0.3817928297022374,0.39019731720080153,0.40992584651121233,0.4217476484027006,0.43819096118747686,0.45045308930326355,0.45574657630406756,0.472654465163176,0.4866587535577083,0.49717872139474933,0.49910403185664504,0.5160119207157534,0.5300162091102857,0.5422113310615052,0.5544734591772918,0.5721854220112059,0.5837998238695102,0.5890263047057472,0.593739071613636,0.5972233921711273,0.6119245446771578,0.6154758713992163,0.6172850378425291,0.6208363645645876,0.6278720118441373
HADOOP,0.39012997562956936,0.511440563227728,0.5654616842675332,0.6035066341727593,0.6335634985106959,0.6583401028973734,0.6808150555104252,0.6991605740590306,0.7133766585431899,0.7311129163281884,0.7416734362307068,0.7554833468724615,0.767939344706201,0.7744381261846738,0.7813430815055511,0.7825616030327647,0.7836447332791769,0.7873002978608179,0.7896019496344436,0.79285134037368,0.7944760357432982,0.7993501218521528,0.8052396425670187,0.8105199025182779,0.8193203357703764,0.846533983211481,0.8497833739507173,0.8629840238288654,0.8629840238288654,0.9258055781207691
BAM,0.07793803418803416,0.13119658119658123,0.17350427350427353,0.2067307692307692,0.25710470085470083,0.2904380341880341,0.3238782051282051,0.34375,0.36036324786324786,0.37168803418803414,0.38376068376068373,0.397008547008547,0.4148504273504273,0.4355769230769231,0.4511752136752136,0.46474358974358976,0.4694444444444444,0.4747863247863247,0.4834401709401708,0.49027777777777753,0.4966880341880339,0.5039529914529911,0.5115918803418802,0.5189102564102562,0.5272435897435896,0.5291666666666666,0.5341880341880341,0.5416132478632477,0.5515491452991452,0.5560363247863248
HIVE,0.14308595835557927,0.21129204484783767,0.2587204128848549,0.28332443495283854,0.2968499733048585,0.301744082576971,0.30677166755650476,0.31549208044135973,0.3314201815269622,0.3441003737319809,0.3552233493504184,0.36416622174764207,0.3713027229044314,0.3770599750845347,0.3979266773447233,0.40264281900694077,0.41029542623242576,0.41643530877380325,0.4228421427300232,0.43151806371240436,0.4381028652785193,0.4488699056771668,0.4590585513436554,0.4677344723260367,0.4733582487987187,0.5075280298985586,0.5310375511656878,0.5378893041466454,0.5475440469834492,0.5596903363587828
CB,0.11842025007624277,0.15840957609027145,0.2672232387923148,0.33164836840500156,0.3418648978347057,0.3418648978347057,0.3432372674595913,0.3501143641354071,0.3681838975297347,0.37001372369624885,0.37161482159194875,0.3898749618786215,0.39307715767002127,0.3986581274778896,0.4009454101860323,0.4646462336078072,0.46601860323269284,0.48822049405306484,0.49706465385788334,0.4993519365660261,0.5093397377249159,0.590248551387618,0.6001219884111009,0.6005794449527294,0.6104147605977431,0.6104147605977431,0.6152561756633119,0.6152561756633119,0.6175434583714546,0.618687099725526
JRA,0.2740495808037005,0.3365676496097137,0.39277970511708565,0.4288811795316564,0.4506179531656546,0.46830731425267413,0.48099161607400975,0.49450708297195706,0.5089259901705696,0.5207429893032669,0.5265972824515757,0.5323431627638046,0.542533969355305,0.5527970511708586,0.5595909222318589,0.5655536282162476,0.5706128938999712,0.5734316276380458,0.5765755998843597,0.5800086730268864,0.5828996819890142,0.5858448973691818,0.5881938421509106,0.5899284475281873,0.5934699335067938,0.5956381902283896,0.5995049147152355,0.6048171436831453,0.6098764093668688,0.6142129228100606
MDL,0.20802451463774094,0.26351817391396587,0.2926733095821275,0.3144320386805361,0.33265173926496605,0.350054799353397,0.3659667820489469,0.38014525236827035,0.3926639405382612,0.40568853470012967,0.41527649368688613,0.42529653376704646,0.43545216248479907,0.4440936518126611,0.4522269819650294,0.4622159353407564,0.4729323416984455,0.48281851616377836,0.496197655394621,0.5083820048535196,0.5196224752122259,0.5291865769606966,0.5391589025642847,0.5482374182846556,0.5584403638583427,0.5666765262814507,0.5759467674440482,0.5848108520345858,0.5971527126265179,0.6077691836638307
INFRA,0.48927693064436795,0.6000081980652568,0.6486391211674045,0.6750368912936546,0.6937284800787012,0.7075012297097883,0.7256189539268731,0.7390801770782095,0.7446548614526971,0.7540006558452205,0.7624446630595181,0.7709706509263814,0.7758894900803411,0.7813002131496968,0.7869568781767503,0.7921216592884079,0.7958107886538778,0.8007296278078374,0.8034349893425152,0.8088457124118709,0.8120429578619445,0.8163059517953762,0.820609936055091,0.8288899819642563,0.8327020823085751,0.8405722249549106,0.8449171995409084,0.851188719462207,0.8612723397278242,0.8713559599934415
CONF,0.4656060606060607,0.5624242424242425,0.5978787878787879,0.6146969696969696,0.6233333333333333,0.6331060606060606,0.6412121212121212,0.6478030303030303,0.650530303030303,0.655530303030303,0.6612121212121213,0.6682575757575758,0.6709848484848485,0.6737121212121212,0.676439393939394,0.6796212121212122,0.6823484848484849,0.6846212121212122,0.6900757575757576,0.6928030303030304,0.6937121212121212,0.6982575757575757,0.7028030303030304,0.708030303030303,0.7109848484848486,0.7182575757575758,0.7232575757575758,0.7278030303030303,0.7332575757575758,0.7378030303030303
